soilhealthcard_conform.state,soilhealthcard_conform.district,soilhealthcard_conform.village,soilhealthcard_conform.soil_sample_id,soilhealthcard_conform.ph,soilhealthcard_conform.ec,soilhealthcard_conform.oc,soilhealthcard_conform.n,soilhealthcard_conform.p,soilhealthcard_conform.k,soilhealthcard_conform.s,soilhealthcard_conform.zn,soilhealthcard_conform.fe,soilhealthcard_conform.cu,soilhealthcard_conform.mn,soilhealthcard_conform.farm_lat,soilhealthcard_conform.farm_long,soilhealthcard_conform.collection_date,soilhealthcard_conform.units,soilhealthcard_conform.irrigation,soilhealthcard_conform.event_date
Haryana,Hisar,Data(83),HR61051/2016-17/85368964,7.5,,0.5,,7.51,136.8,,0.36,8.87,0.66,0.45,29.1737,76.1098,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369677,7.6,,0.21,,5.35,311.07,,0.71,7.99,0.7,0.44,29.17055,76.265,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369992,7.6,,0.45,,5.56,18.64,39.94,0.25,6.48,0.6,0.99,29.17377,76.206,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370604,7.5,,0.32,,94.7,490.07,92.98,1.4,6,1.22,1.48,29.16416,75.58052,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85371014,7.9,,0.29,,4.56,178.86,68.02,0.91,16.13,0.7,0.43,29.17502,76.192,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133530769,7.7,0.52,0.45,,29.5,174,48.56,0.79,2.97,1.21,4.12,29.151667,76.001667,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133583111,7.4,,0.32,,32.8,168,36.6,0.79,3.33,0.51,4.81,29.150278,75.5,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133989981,7.3,0.38,0.32,,11.2,165,40.3,0.84,3.07,0.7,5.82,29.150278,75.5925,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134243303,7.6,0.39,0.25,,27.2,256,89.3,0.62,4.21,0.54,5.44,29.165556,76.000278,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134594315,7.5,0.67,0.29,,23.2,290,27.19,0.63,2.91,0.43,4.96,29.164167,76.013056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134675105,7.9,,0.39,,1.7,184,58.26,0.52,3.79,0.76,4.42,29.180834,76.001111,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134732400,7,,0.3,,2.7,148,52.25,0.6,3.69,0.34,5.02,29.16922,76.00348,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134741477,7.3,0.43,0.4,,5.3,234,66.9,0.75,4.28,0.28,4.19,29.168334,75.578334,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134802755,7.6,0.75,0.45,,10.3,168,67.56,0.87,3.83,0.63,4.72,29.173334,76.009167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134866064,7.5,0.54,0.23,,7.9,292,61.69,0.68,2.73,0.58,4.6,29.171667,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134905866,7.6,0.89,0.3,,10.5,280,30.45,1.02,5.17,0.43,5.02,29.172778,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134915960,7.5,0.78,0.38,,7.5,134,66.79,0.66,4.86,0.4,6.76,29.159167,76.012778,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134920248,7.2,0.31,0.29,,15.5,148,75.8,0.92,3.75,0.25,5.5,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134924476,7.6,0.49,0.29,,2.4,184,63.9,0.89,4.28,0.66,5.38,29.161389,75.581389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78324615,7.7,,0.26,,102.1,,,3.87,2.94,15.71,,29.089116,75.909117,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78325444,7.3,,0.45,,84.45,302.13,,2.85,1.49,5.66,,29.0797,75.9047,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23675642,7.7,0.01,0.23,,15.2,700,,0.16,4.58,,1.76,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23724362,7.6,0.6,0.23,,8.1,700,,0.27,19.29,,10.25,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23864281,7.7,0.69,0.21,,4.8,510,82.05,0.99,4.43,,2.3,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/28121041,7.6,,0.29,,17,610,90.01,0.3,5.32,,2.71,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83936851,7.1,,0.47,,6.76,150.44,,2.74,27.27,3.18,2.18,29.5803,76.17287,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83939002,7.5,,0.27,,16.58,183.14,13.8,3.06,5.38,4.11,4.81,29.5803,76.17316,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83939792,6.7,0.27,0.11,,6.81,222.86,,2.19,5.12,4.11,1.94,29.5803,76.17276,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83943282,7.2,,0.42,,31.29,314.72,43.08,4.08,4.02,3.97,4.9,29.5803,76.17312,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134475,7.5,,0.47,,105.15,47.94,82.57,4.68,15.11,4.87,3.17,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134845,7.3,,0.44,,20.74,273.51,,2.2,8.64,2.61,8.97,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135151,7.5,,0.42,,6.47,117.78,40.46,1.78,4.28,2.28,4.72,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135487,7.6,,0.44,,17.42,150.17,27.76,2.15,9.42,2.98,7.88,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135828,7.5,,0.45,,4.79,110.79,12.81,1.16,4.73,2.21,2.14,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83136467,7.9,,0.41,,4.69,32.06,53.2,4.73,5.3,2.27,0.74,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83137173,7,0.92,0.54,,4.88,40.82,37.61,4.87,12.77,2.79,1.09,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133774877,7.3,,0.34,,27.7,325,59.28,0.88,3.88,1.05,16.96,29.304211,75.904511,07/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133783175,7.4,,0.42,,17.1,185,118.87,0.67,4.51,0.46,13.15,29.226881,75.912554,04/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133788616,7.4,,0.67,,1.9,155,96.4,0.54,4.25,0.32,12.91,29.22824,75.916612,04/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133794514,7.4,,0.39,,29.9,142,51.1,0.8,3.95,0.83,9.73,29.207246,75.96804,10/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133797920,7,,0.33,,15.3,165,61.55,0.65,4.64,0.25,11.92,29.304211,75.904511,05/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133800422,7.3,,0.24,,14.3,695,49.29,0.63,3.84,0.65,6.35,29.242628,75.974056,02/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133809373,7.1,0.76,0.53,,27.4,165,,0.6,4.91,0.37,10.5,29.242913,75.924225,03/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133848274,7.6,0.87,0.42,,13.9,236,76.8,0.59,3.35,0.32,3.09,29.047645,76.170437,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133885734,7.7,0.39,0.36,,21.4,142,49.09,0.65,2.22,0.47,4.09,29.043325,76.141551,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133920726,7.7,0.36,0.32,,10.6,180,80.82,0.55,2.73,0.29,3.85,29.037778,76.14648,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133937965,7.6,0.63,0.23,,10.3,246,54.52,0.55,5.77,0.24,7.16,29.032426,76.165657,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133943646,7.7,,0.4,,2.7,232,76.52,0.53,8.66,0.42,3.73,29.028488,76.142899,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133948001,7.7,0.72,0.33,,29.6,240,94.32,0.96,4.58,0.55,4.91,29.025893,76.158792,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385071,7.1,,0.42,,24.49,90.43,93.15,3.41,12.78,8.18,11.2,29.5803,76.13312,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385948,7.5,,0.29,,29.54,125.78,67.7,4.71,15.88,8.27,7.72,29.5803,76.12662,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386809,7.8,,0.35,,32.91,161.95,57.76,5.03,11.63,8.22,10.18,29.5803,76.13868,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86387579,7.9,,0.17,,18.14,471.74,78.6,6.24,6.7,1.52,7.48,29.5803,76.15501,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86388382,7.5,,0.26,,20.97,86.76,78.47,3.2,3.31,7.71,2.86,29.5803,76.1138,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86389316,7.6,,0.21,,23.37,293.66,53,3.62,8.9,8.48,5.32,29.5803,76.12265,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90331348,7.6,0.85,0.41,,19.16,334.21,,3.11,3.08,0.64,5.64,28.8987,76.12366,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90394650,7.3,,0.45,,15.38,165.22,93.59,0.84,6,0.91,4.21,28.8987,76.12596,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90433553,7.6,0.34,0.41,,20.21,134.78,37.28,0.84,2.15,0.86,2.89,28.8987,76.13994,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90496494,7.4,0.26,0.36,,26.39,153.71,57.11,0.86,4.31,0.88,2.51,28.8987,76.13614,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90512587,7.5,0.8,0.47,,12.26,213.36,91.12,1.43,3.82,1.23,3.02,28.8989,76.12545,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90579636,7.6,0.98,0.39,,15.73,158.77,51.37,0.59,4.44,0.83,2.26,28.8989,76.14675,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90590754,7.6,,0.38,,18.24,170.82,88.46,4.09,12.1,0.89,3.31,28.8987,76.15302,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168410,7.2,,0.41,,1.62,210.18,,4.71,2.1,1.14,0.94,29.5803,76.13125,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169067,7.6,,0.38,,139.37,,,1.3,19.78,2.08,1.63,29.5803,76.1383,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169731,7.4,0.35,0.2,,14.08,117.03,,1.53,16.65,0.55,7.08,29.5803,76.1453,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170398,7.5,,0.38,,72.36,,,1.82,6.3,1.08,8.99,29.5803,76.15801,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170689,7.6,,0.15,,39.06,475.65,45.32,0.59,3.67,0.3,3.63,29.5803,76.1558,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83171310,7.6,,0.11,,37.69,160.61,91.66,0.69,2.84,0.32,2.48,29.5803,76.15383,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134913179,7.6,0.38,0.72,,18.8,218,92.66,1.06,18.06,0.99,41,29.4071,76.12371,05/01/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134989755,7.4,0.85,0.38,,12.4,206,51.77,1.69,15.01,0.81,47.87,29.4382,76.12492,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/135050532,7.9,0.9,0.36,,14.5,206,44.44,2.37,12.13,0.87,3.76,29.4711,76.13721,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/134988428,7.2,0.19,0.42,,17,264,,1.91,2.92,0.52,7.06,29.4417,76.15389,05/09/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135111262,7.1,0.62,0.43,,5.7,142,,1.87,6.36,0.24,7.3,29.4821,76.14761,05/08/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135224106,7.2,0.92,0.33,,8.4,146,,2.22,7.27,0.79,7.48,29.4375,76.1559,05/11/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135813862,7.4,0.69,0.52,,22.8,136,,1.57,18.92,0.77,54.87,29.09196,76.12933,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135893443,7.6,0.75,0.43,,12.6,170,60.75,1.74,15.82,0.66,43.12,29.0937,76.12523,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135936713,7.5,0.85,0.39,,4.32,266,56.16,1.95,9.59,0.33,6.7,29.08901,76.13569,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135939060,7.6,0.84,0.64,,14.2,266,,2.03,6.36,0.41,6.71,29.09291,76.15722,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135962257,7.4,0.64,0.46,,7.7,136,,1.95,4.88,0.56,7.21,29.08091,76.15141,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78298124,7.6,,0.32,,30.6,420.45,,3.32,,2.88,29.65,29.09412,75.56479,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299152,7.1,,0.17,,38.26,,,3.38,14.3,3.2,8.5,29.09092,75.56237,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299801,7.6,,0.32,,82.73,390.06,44.62,1.38,2.3,0.78,2.69,29.111321,75.55267,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78300845,7.3,,0.14,,,295.04,92.04,1.3,1.92,0.21,2.65,29.10577,75.56505,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78301786,7.5,,0.33,,,395.06,,0.79,2.71,0.11,2.96,29.104896,75.554027,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78302627,7.5,,0.11,,,310.05,62.09,1.19,0.49,0.73,2.87,29.104811,75.561747,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78303365,7.2,,0.08,,,200.03,43.06,1.39,2.11,0.55,2.79,29.104171,75.561292,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304077,7.3,,0.3,,130,300.05,71.14,1.29,0.12,0.43,2.53,29.101222,75.55552,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304808,7.3,,0.17,,23.5,348.1,,2.33,31.43,4.12,9.59,29.10099,75.56525,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78305427,7.5,0.45,0.17,,28.49,368.03,,3.27,,2.79,21.19,29.10004,75.55456,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133643980,7,0.93,0.3,,9.2,210,43.54,0.73,2.26,0.76,11.28,29.104888,75.561836,06/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133654224,7.5,,0.31,,7.6,156,83.64,0.64,2.23,0.49,6.88,29.103966,75.573227,08/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133658832,7.6,,0.4,,8.3,266,80.46,0.76,3.36,0.45,6.14,29.104242,75.561295,08/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133681778,7.6,0.17,0.32,,10.2,188,,0.41,4.84,0.95,5.36,29.1122,75.5665,04/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133723519,7.2,,0.39,,3.8,246,46.54,1.54,2.62,0.68,6.24,29.103998,75.564572,07/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390011,7.7,,0.38,,15.08,273.73,108.6,3.9,8.11,5.84,9.56,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390793,7.1,,0.51,,23.14,167.22,,5.51,33.7,6.18,3.16,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86391634,7.7,,0.42,,14.01,275.74,,4.13,4.34,6.92,19.02,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393114,7.4,,0.45,,13.7,146.38,47.24,3.57,6.25,5.59,8.65,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393972,7.1,,0.47,,13.34,178.37,60.63,4.22,6.48,5.82,8.97,29.54366,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86394743,7.5,,0.42,,29.95,354.59,82.16,5.53,4.9,5.99,19.59,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91093252,7.7,,0.3,,7.79,453.04,,0.5,6.1,0.3,,29.5803,76.0636,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91107656,7.3,,0.27,,11.1,671.86,,0.88,5.08,0.43,3.99,29.06487,76.06321,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91234878,7.4,0.23,0.2,,25.27,649.78,,0.87,7.7,0.63,5.95,29.06481,76.06223,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91246154,7.6,,0.5,,26.84,640.75,73.38,1.03,7.8,0.81,7.62,29.06355,75.60643,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133742698,7.4,0.57,0.4,,1.9,130,60.84,0.5,11.09,1.09,15.18,29.06547,76.05474,05/11/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133756285,7.4,0.42,0.21,,2.7,120,51.45,0.48,10.98,0.61,52.36,29.0635,76.067,05/12/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133776110,7.8,,0.51,,41.4,282,15.6,0.61,3.12,0.28,11.12,29.06124,76.06398,15/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/37890501,7.7,,0.35,,4,185,76.9,0.79,4.94,0.59,3.32,29.197778,76.204445,03/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38192188,7.7,,0.33,,12.1,460,,0.77,4.47,0.53,3.05,29.241667,76.115556,06/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38355745,7.6,0.42,0.23,,14.1,462,,0.9,12.41,1.29,61.94,29.101111,76.120278,16/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38382138,7.6,0.38,0.3,,12.4,485,29.4,1.17,37.04,1.75,58.37,29.005278,75.996111,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38533670,7.5,0.31,0.35,,12.4,375,50.98,0.9,21.22,0.78,46.69,29.2175,75.987222,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317018,7.4,0.64,0.39,,25.58,310.46,91.46,2.17,,0.77,12.99,29.13471,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317699,7.5,0.92,0.39,,23.63,,,9.31,,2.23,11.82,29.13129,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78318239,7.8,1,0.36,,15.88,249.09,,1.01,,1.23,5.18,29.129,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319091,7.6,,0.27,,30.44,69.1,39.5,3.02,,0.9,3.26,29.12452,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319543,7.3,0.53,0.32,,12.74,153.06,27.55,1.4,,0.32,3.24,29.12588,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320169,7.4,0.57,0.26,,41.37,84.83,41.03,2.15,,0.52,3.63,29.12398,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320653,7.5,0.57,0.38,,38.55,228.03,67.44,2.41,,1.46,5.43,29.12199,75.54193,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321111,7.4,0.54,0.39,,24.04,367.14,,3.14,,1.02,5.02,29.12124,75.56442,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321564,7.8,0.29,0.26,,15.6,192.93,92.59,1.58,,0.84,3.55,29.11586,75.53299,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321991,7.6,0.38,0.38,,16.83,196.31,97.82,1.65,,0.93,3.51,29.11533,75.56357,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78322641,7.7,0.2,0.32,,11.13,165.74,76.63,1.23,,0.83,2.49,29.11509,75.55352,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134001274,7,0.57,0.3,,18.4,290,,0.46,2.48,0.83,2.77,29.13369,75.55756,04/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134042041,7.7,0.34,0.4,,17.6,220,56.46,0.62,3.19,0.76,1.56,29.13145,75.55089,08/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134051713,7.1,0.64,0.3,,17.2,130,90.7,0.67,4.67,0.22,3.38,29.12943,75.56642,12/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134072021,7.8,,0.38,,38.8,200,99.12,0.64,3.21,0.33,1.11,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134078602,7.6,,0.29,,16.7,200,109.56,1,3.76,0.79,1.19,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134118346,7.1,0.54,0.42,,13,130,80.9,0.98,6.7,0.68,5.35,29.12455,75.56237,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134130406,7.6,,0.41,,14.2,135,70.14,0.65,8.06,0.44,17.59,29.12418,75.56811,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134138715,7.3,0.52,0.31,,17.9,270,95.9,0.74,7.52,1.04,12.23,29.12159,75.5603,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134144510,7.3,0.49,0.41,,17.4,300,69.68,0.9,6.61,1.83,13.62,29.12159,75.560278,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134151566,7.2,0.92,0.4,,8.5,160,63.7,1.18,2.94,0.57,13.42,29.11708,75.55071,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134169700,7.8,,0.42,,14.5,190,80.4,0.79,7.73,0.9,12.46,29.11397,75.4046,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364179,7.8,,0.3,,91.7,690.1,99.22,0.61,8.5,0.43,1.67,29.15081,75.328,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364809,7.9,,0.42,,96,675.1,64.9,0.86,2.67,0.48,4.3,29.15763,75.5838,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365092,7.9,,0.23,,98,675.1,77.69,1.31,12.35,0.61,10.55,29.16051,75.58388,06/04/16,,Irrigated Tube well,27/02/21
